"ZFP36","BLCA","3.82001191150167","0.0506438781392033","12.6217","368"
"ZFP36","BRCA","11.7576303874371","0.000605943186209768","13.1876","1176"
"ZFP36","CESC","1.78614691868607","0.181396328203055","12.4169","290"
"ZFP36","COAD","1.3328147147463","0.248305093786271","11.4226","313"
"ZFP36","GBM","7.99775406286742","0.0046835407413649","12.1761","165"
"ZFP36","HNSC","5.57376587526707","0.0182315092771469","13.7909","550"
"ZFP36","KIRC","3.46960421507513","0.0625062647380702","11.8384","596"
"ZFP36","KIRP","0.941530326274749","0.331884591416454","11.4879","283"
"ZFP36","LIHC","5.29144155556397","0.0214304733017453","13.1143","382"
"ZFP36","LUAD","1.94142892002769","0.163513468167774","12.7615","543"
"ZFP36","LUSC","18.9665482925749","1.33030427043046e-05","13.699","520"
"ZFP36","SKCM","6.24406749311003","0.0124609970028652","9.2121","431"
"ZFP36","STAD","5.07165053526957","0.0243202161173229","7.1164","396"
